Date,Open,High,Low,Close,Adj Close,Volume
2/5/2016,205.791,227.037003,205.791,222.796997,199.564651,27083454
2/8/2016,227.322998,232.419998,221.082993,223.035995,199.778702,10845012
2/9/2016,219.987,226.084,219.225006,224.369003,200.972733,7938028
2/10/2016,223.75,226.513,216.365997,224.559998,201.143784,7993844
2/11/2016,224.798004,226.084,210.412003,213.889008,191.585556,6456842
2/12/2016,215.317993,218.509995,201.169998,207.220001,185.611938,9838764
2/15/2016,211.507996,236.279007,211.507996,235.039993,210.530975,14277116
2/16/2016,237.802994,239.709,231.658005,233.278,208.952728,9600586
2/17/2016,233.419998,240.947006,226.751007,239.375,214.413971,8706940
2/18/2016,242.947998,244.376999,231.705994,238.994003,214.072678,9928587
2/19/2016,236.755005,242.423996,235.182999,241.281006,216.121216,7106494
2/22/2016,241.613998,245.330002,239.804001,243.186005,217.827576,5048966
2/23/2016,243.710007,249.235992,240.184998,241.565994,216.376495,8871662
2/24/2016,238.755997,241.757004,235.278,236.182999,211.55481,4979154
2/25/2016,235.421005,238.041,233.039001,236.421997,211.768875,5865385
2/26/2016,237.707993,239.804001,231.658005,236.707001,212.02417,5601586
2/29/2016,235.231003,251.188995,233.516006,237.326996,212.579498,10339095
3/1/2016,238.184006,245.949005,234.897003,244.901001,219.363724,7463999
3/2/2016,247.712006,256.763,247.235001,254.904999,228.324539,8024903
3/3/2016,260.096985,275.341003,259.23999,273.483002,244.965332,18402857
3/4/2016,275.341003,277.437012,271.053986,274.911987,246.245255,9625079
3/8/2016,274.197998,282.677002,273.434998,278.009003,249.019363,9742039
3/9/2016,270.101013,282.485992,268.005005,281.437988,252.090805,10662370
3/10/2016,282.29599,287.011993,279.437988,282.677002,253.200607,8981462
3/11/2016,282.01001,284.105988,276.627014,280.152008,250.938889,8012359
3/14/2016,281.962006,286.05899,281.29599,282.677002,253.200607,4665840
3/15/2016,282.963013,287.726013,280.200012,286.25,256.401031,7324218
3/16/2016,285.821014,288.44101,280.295013,285.345001,255.590393,7388581
3/17/2016,290.108002,291.20401,280.962006,281.915009,252.518082,8402664
3/18/2016,285.535004,288.44101,282.915009,287.916992,257.894196,7677345
3/21/2016,287.726013,291.48999,286.440002,289.203003,259.046082,5932080
3/22/2016,288.773987,297.062988,287.106995,295.15799,264.380127,6905443
3/23/2016,297.062988,302.875,295.872009,302.208008,270.694977,6694160
3/28/2016,303.351013,303.351013,283.343994,285.010986,255.291199,9519715
3/29/2016,285.821014,293.204987,285.821014,289.489014,259.302277,6231692
3/30/2016,294.824005,310.354004,290.869995,308.972992,276.754517,13055967
3/31/2016,309.544006,309.544006,299.540009,304.589996,272.828613,14012188
4/1/2016,302.636993,304.733002,298.540009,302.731995,271.164368,5846336
4/4/2016,300.873993,307.82901,299.825989,305.209015,273.383087,5424290
4/5/2016,301.970001,304.303986,293.729004,297.540009,266.513733,6007172
4/6/2016,300.112,316.30899,298.730988,313.022003,280.381378,15314890
4/7/2016,314.308014,317.02301,306.876007,308.401001,276.242218,9036551
4/8/2016,307.782013,309.449005,303.971008,306.876007,274.87619,6382616
4/11/2016,306.781006,317.546997,304.923004,315.498993,282.600037,9462037
4/12/2016,308.591003,315.260986,302.970001,309.162994,276.924744,11661444
4/13/2016,312.020996,320.309998,310.59201,317.118011,284.050262,10794604
4/18/2016,316.213013,321.309998,312.164001,319.69101,286.354919,7549816
4/20/2016,321.97699,342.317993,321.739014,340.556,305.044189,19294099
4/21/2016,341.84201,346.843994,336.411011,337.792999,302.569305,10864121
4/22/2016,341.079987,346.558014,335.648987,336.934998,301.800812,12695922
4/25/2016,335.839996,336.983002,328.265015,331.028015,296.509735,6465189
4/26/2016,330.743011,343.557007,330.695007,341.651001,306.025024,8759295
4/27/2016,341.937012,345.272003,337.411987,339.889008,304.446777,6326554
4/28/2016,340.127014,344.890991,329.790009,331.17099,296.637848,10579181
4/29/2016,331.266998,337.173004,326.502991,334.506012,299.625122,8191719
5/2/2016,332.505005,334.411011,328.122009,330.552002,296.083405,4388732
5/3/2016,332.266998,338.841003,330.600006,332.410004,297.74762,6690916
5/4/2016,329.647003,330.838013,311.925995,313.212006,280.551544,8352315
5/5/2016,313.450012,318.976013,308.829987,316.118011,283.154541,8749478
5/6/2016,314.403015,315.832001,309.734985,313.735992,281.020874,5628854
5/9/2016,314.403015,319.118988,311.734985,313.165009,280.50943,4889488
5/10/2016,315.260986,321.309998,309.782013,312.545013,279.954102,11283379
5/11/2016,304.779999,316.30899,304.06601,314.213013,281.448151,5969860
5/12/2016,315.593994,316.498993,311.164001,314.975006,282.130707,4940120
5/13/2016,311.545013,313.783997,306.019012,307.399994,275.345581,5880488
5/16/2016,307.782013,311.78299,304.303986,310.972992,278.54599,4125806
5/17/2016,313.26001,315.498993,309.067993,311.687988,279.186462,5121836
5/18/2016,310.306,314.593994,307.877014,313.497986,280.807709,3946031
5/19/2016,311.069,321.453003,309.639008,310.829987,278.417908,6833711
5/20/2016,310.78299,311.640015,305.924011,307.399994,275.345581,4839839
5/23/2016,309.354004,310.354004,297.730011,298.730988,267.580536,6714552
5/24/2016,298.63501,303.398987,296.539001,302.68399,271.121368,5272059
5/25/2016,304.876007,311.069,303.113007,309.257996,277.009857,5797914
5/26/2016,304.876007,313.783997,304.876007,309.829987,277.522186,13531993
5/27/2016,310.59201,316.30899,309.210999,314.022003,281.2771,4622976
5/30/2016,316.355988,318.786011,306.256989,307.11499,275.090332,6946409
5/31/2016,309.162994,321.549011,305.114014,318.546997,285.3302,10540175
6/1/2016,320.023987,323.549011,313.830994,316.450989,283.45282,6804641
6/2/2016,316.30899,325.740997,314.737,324.549988,290.707245,5849447
6/3/2016,327.740997,331.838013,320.501007,322.549011,288.914917,9270545
6/6/2016,319.166992,324.596985,316.450989,321.881989,288.317444,5216325
6/7/2016,323.502014,327.597992,321.119995,326.40799,292.371521,4092022
6/8/2016,327.027008,330.075989,322.501007,325.359985,291.4328,4688231
6/9/2016,323.929993,330.313995,323.929993,325.884003,291.90213,6230378
6/10/2016,325.835999,328.217987,317.738007,318.595001,285.37323,5779588
6/13/2016,312.78299,314.355011,305.828003,307.82901,275.729858,6902942
6/14/2016,309.639008,311.973999,306.114014,309.59201,277.30899,4207422
6/15/2016,310.687012,315.832001,308.496002,314.640991,281.831512,4339272
6/16/2016,313.927002,317.738007,308.782013,314.878998,282.044708,6812905
6/17/2016,317.260986,317.738007,308.496002,310.067993,277.735352,5985789
6/20/2016,309.067993,321.024994,307.542999,320.358002,286.952362,6508348
6/21/2016,320.119995,321.739014,317.02301,318.261993,285.074951,3664131
6/22/2016,318.213989,318.213989,311.592987,316.737,283.708984,4856631
6/23/2016,315.832001,320.071991,312.117004,318.165985,284.988953,4916882
6/24/2016,292.584991,301.446014,282.29599,297.872986,266.812042,15125596
6/27/2016,295.109985,297.778015,292.96701,295.825012,264.9776,6905453
6/28/2016,296.730011,299.540009,292.48999,296.777008,265.830353,8319283
6/29/2016,299.158997,302.018005,297.825012,298.778015,267.622681,5894611
6/30/2016,300.778992,308.924988,300.303009,306.734009,274.749054,6709339
7/1/2016,311.069,315.260986,310.972992,312.592987,279.997101,5242005
7/4/2016,313.165009,318.118988,312.450012,315.593994,282.68515,3393168
7/5/2016,316.785004,321.453003,314.640991,317.881012,284.733673,4139013
7/7/2016,318.404999,321.309998,301.351013,302.68399,271.121368,10629149
7/8/2016,300.063995,304.303986,297.348999,303.303986,271.676697,8149659
7/11/2016,309.639008,314.117004,304.541992,311.545013,279.05838,8074066
7/12/2016,314.355011,327.597992,313.450012,326.122009,292.115326,10377039
7/13/2016,328.40799,341.699005,328.027008,340.84201,305.300415,14007881
7/14/2016,341.84201,344.270996,336.649994,342.317993,306.622467,8366294
7/15/2016,342.317993,356.704987,339.889008,355.274994,318.228363,14097462
7/18/2016,355.799011,361.467987,346.320007,348.368011,312.041626,8079269
7/19/2016,350.55899,354.084991,345.223999,352.751007,315.96756,8655117
7/20/2016,354.609009,355.371002,349.083008,351.036011,314.431396,6200262
7/21/2016,352.513,352.513,344.03299,345.175995,309.182465,5608432
7/22/2016,345.175995,351.464996,339.602997,348.178009,311.871429,7738665
7/25/2016,347.748993,350.416992,345.033997,346.463013,310.335266,5958031
7/26/2016,346.700989,357.276001,345.890991,350.416992,313.876923,8185644
7/27/2016,351.464996,352.989014,337.364014,345.890991,309.822906,10872890
7/28/2016,341.079987,342.222992,332.171997,333.315002,305.627014,11048917
7/29/2016,334.458008,342.032013,334.458008,338.269012,310.169495,8763415
8/1/2016,339.316986,349.27301,337.506989,347.605988,318.730865,10582499
8/2/2016,349.130005,353.178986,343.079987,344.747986,316.11026,8510230
8/3/2016,347.415009,349.130005,338.126007,341.127014,312.7901,6031847
8/4/2016,343.365997,357.181,340.507996,356.132996,326.549561,10117557
8/5/2016,360.134003,364.89801,358.704987,363.660004,333.451324,9570210
8/8/2016,364.325989,366.326996,358.46701,361.610992,331.57251,6992920
8/9/2016,361.087006,364.373993,355.941986,357.609985,327.903839,5897270
8/10/2016,360.039001,361.467987,350.75,352.798004,323.491608,4821908
8/11/2016,352.798004,355.941986,344.414001,350.94101,321.788879,4638771
8/12/2016,352.513,360.467987,351.893005,357.037994,327.379395,4629840
8/16/2016,357.276001,362.993011,355.417999,361.230011,331.223175,6406940
8/17/2016,361.992004,374.377991,361.992004,373.329987,342.318054,9817121
8/18/2016,373.949005,375.28299,366.898987,368.899994,338.256042,6214097
8/19/2016,370.756989,375.997986,365.375,373.615997,342.580292,9391067
8/22/2016,372.996002,372.996002,366.326996,369.804993,339.085876,5839420
8/23/2016,369.614014,372.519989,360.277008,366.946991,336.465302,7054242
8/24/2016,367.375,368.994995,360.848999,361.992004,331.921875,4473290
8/25/2016,363.660004,364.230988,352.989014,354.70401,325.239288,5010504
8/26/2016,357.276001,358.181,349.940002,351.989014,322.749817,4525688
8/29/2016,351.464996,357.704987,350.368988,356.084991,326.505554,3902694
8/30/2016,357.609985,361.563995,357.276001,359.895996,329.999969,3993166
8/31/2016,360.134003,363.325989,351.368988,352.608002,323.317383,4755103
9/1/2016,353.751007,359.848999,352.036011,356.894989,327.24826,4674333
9/2/2016,358.181,358.420013,352.894012,356.514008,326.898926,2964404
9/6/2016,357.276001,368.471008,356.704987,367.518005,336.988831,6117647
9/7/2016,368.803986,375.520996,368.328003,371.519989,340.658386,7310547
9/8/2016,371.804993,389.287994,371.804993,383.953003,352.058594,11792077
9/9/2016,385.763,387.669006,374.664001,375.950012,344.720428,6258656
9/12/2016,366.803986,367.661011,353.084015,355.657013,326.113098,7050600
9/14/2016,352.513,360.134003,345.985992,356.227997,326.636719,11656284
9/15/2016,356.324005,357.372009,346.558014,349.083008,320.085205,5116880
9/16/2016,352.036011,354.322998,340.699005,341.890015,313.489716,6377155
9/19/2016,342.984985,346.748993,338.506989,344.557007,315.935181,5375683
9/20/2016,347.082001,352.513,342.270996,348.321014,319.386536,5980466
9/21/2016,348.035004,354.894012,348.035004,352.321991,323.055115,7209722
9/22/2016,359.848999,361.848999,355.179993,359.420013,329.563568,7000270
9/23/2016,359.515015,360.515991,353.464996,354.417999,324.97702,4683215
9/26/2016,353.799011,358.752991,350.988007,352.273987,323.011139,4567514
9/27/2016,354.98999,356.894989,349.27301,350.55899,321.438599,4622449
9/28/2016,350.845001,364.135986,350.845001,362.372986,332.27121,6653431
9/29/2016,365.231995,365.708008,347.748993,351.368988,322.181305,14023902
9/30/2016,350.463989,359.609985,346.128998,356.562012,326.942932,5779306
10/3/2016,359.085999,366.613007,358.515015,364.755005,334.455383,4703094
10/4/2016,367.756012,374.425995,364.325989,372.662994,341.706451,8946262
10/5/2016,376.522003,377.76001,370.61499,372.234009,341.31311,5410573
10/6/2016,374.234985,377.140991,368.279999,371.424011,340.570374,8113923
10/7/2016,374.329987,388.334991,371.757996,387.334991,355.159698,12186351
10/10/2016,390.527008,400.81601,389.669006,398.625,365.511841,12219927
10/13/2016,394.433014,400.529999,389.479004,394.242004,361.492889,11657001
10/14/2016,396.338013,397.768005,390.145996,392.812988,360.182617,5537091
10/17/2016,392.717987,396.14801,388.334991,391.384003,358.872314,7045950
10/18/2016,394.813995,406.34201,392.622986,404.86499,371.233459,7961154
10/19/2016,405.865997,407.53299,401.292999,405.865997,372.151337,5220458
10/20/2016,407.53299,411.487,405.151001,408.295013,374.37854,5313793
10/21/2016,406.819,408.200012,401.769012,407.009003,373.199371,4329297
10/24/2016,407.247009,411.010986,404.912994,405.912994,372.194427,3024957
10/25/2016,390.622009,399.386993,389.049988,395.623993,362.760101,9128436
10/26/2016,394.765991,399.006012,372.424988,379.760986,348.214813,8714346
10/27/2016,369.661987,381.095001,365.231995,378.378998,346.947601,14389843
10/28/2016,379.903992,387.286987,378.570007,386.286987,354.19873,7124913
11/1/2016,385.714996,403.912994,382.143005,397.958008,364.900208,9943710
11/2/2016,386.811005,396.720001,386.811005,393.813995,361.100464,7777754
11/3/2016,391.575012,399.864014,379.808014,384.239014,352.320892,8915533
11/4/2016,384.809998,388.334991,379.427002,384.048004,352.145721,5349122
11/7/2016,387.096985,395.718994,387.096985,393.098999,360.444855,4740369
11/8/2016,394.433014,395.766998,386.334991,389.335999,356.994476,3414812
11/9/2016,362.040009,384.809998,359.182007,380.475006,348.869537,6205544
11/10/2016,388.669006,418.536987,388.669006,416.346008,381.760803,11438663
11/11/2016,412.05899,420.632996,403.959991,406.34201,372.587799,9166446
11/15/2016,392.050995,398.243988,372.519989,374.472992,343.366058,9712565
11/16/2016,378.235992,382.428009,362.850006,374.187012,343.103882,8639027
11/17/2016,374.902008,379.760986,368.709015,374.187012,343.103882,4578141
11/18/2016,371.61499,392.908997,363.230988,366.898987,336.421234,4891327
11/21/2016,367.231995,371.186005,348.987,353.894012,324.496582,6892010
11/22/2016,358.895996,361.753998,355.179993,360.182007,330.262238,4348985
11/23/2016,362.993011,376.140015,362.088013,374.140015,343.06076,5378420
11/24/2016,368.756989,381.761993,367.375,379.332001,347.821472,7470140
11/25/2016,380.141998,393.957001,378.713013,389.431,357.081543,7442236
11/28/2016,388.621002,392.242004,383.428986,387.382996,355.203674,4911335
11/29/2016,395.385986,397.863007,388.526001,389.622009,357.256714,6313722
11/30/2016,390.335999,396.338013,385.19101,395.433014,362.585022,5645227
12/1/2016,397.625,398.720001,388.477997,390.240997,357.824249,3226346
12/2/2016,386.667999,392.432007,385.286987,387.191986,355.028534,3802875
12/5/2016,388.334991,395.005005,385.429993,393.957001,361.231598,3673745
12/6/2016,394.433014,400.81601,392.527008,398.673004,365.555847,4076121
12/7/2016,399.481995,401.483002,389.382996,392.432007,359.833282,4933531
12/8/2016,397.958008,412.296997,397.290985,410.915009,376.780914,9914277
12/9/2016,412.248993,414.773987,408.152008,410.200989,376.126251,4297653
12/12/2016,408.628998,410.105011,403.151001,404.151001,370.578796,2615201
12/13/2016,408.675995,408.675995,397.768005,401.196991,367.870148,3353663
12/14/2016,402.054993,406.056,397.053009,398.006012,364.944244,3408359
12/15/2016,395.957001,407.200012,393.337006,399.481995,366.297607,4675145
12/16/2016,402.816986,402.816986,393.003998,394.480988,361.712036,3723892
12/19/2016,391.575012,396.623993,389.765015,390.954987,358.478943,2463831
12/20/2016,392.337006,394.433014,382.143005,384.428986,352.495087,3716745
12/21/2016,385.858002,389.002014,382.428009,385.381989,353.368927,2883590
12/22/2016,385.381989,386.667999,371.804993,373.662994,342.623383,4287075
12/23/2016,374.902008,376.855011,368.756989,372.377014,341.444244,4190172
12/26/2016,370.138,371.186005,360.610992,362.13501,332.053009,3392456
12/27/2016,363.945007,376.045013,359.515015,373.854004,342.798523,4087216
12/28/2016,374.759003,375.140015,368.233002,370.091003,339.348114,4135649
12/29/2016,370.138,375.28299,368.946991,373.806,342.754517,3591776
12/30/2016,374.425995,376.712006,369.756989,372.757996,341.793549,3206575
1/2/2017,374.854004,389.049988,370.519012,387.526001,355.334808,5854848
1/3/2017,387.811005,389.574005,382.286011,384.239014,352.320892,3504437
1/4/2017,385.001007,389.669006,382.428009,386.286987,354.19873,3509934
1/5/2017,389.765015,402.531006,388.049988,399.481995,366.297607,7553272
1/6/2017,400.626007,405.294006,395.957001,399.721008,366.516754,4343359
1/9/2017,403.674011,404.151001,399.529999,402.054993,368.656921,3277683
1/10/2017,402.721985,412.05899,402.626007,411.487,377.305389,5372486
1/11/2017,414.726013,429.636993,414.106995,427.063995,391.58844,11998331
1/12/2017,427.778992,429.826996,422.300995,426.397003,390.976868,5627446
1/13/2017,428.730988,429.113007,420.346985,425.253998,389.928802,4442099
1/16/2017,423.252991,437.78299,422.300995,436.782013,400.499176,7007130
1/17/2017,437.354004,437.877991,429.588989,432.781006,396.830566,3508542
1/18/2017,433.256989,447.786011,432.781006,446.213989,409.147675,9569204
1/19/2017,446.548004,446.643005,440.497986,445.071014,408.09964,3615971
1/20/2017,443.975006,445.690002,431.209015,433.019012,397.048798,5171755
1/23/2017,429.588989,442.070007,429.303009,439.973999,403.426025,4565768
1/24/2017,440.164001,444.451996,436.877014,442.308014,405.566162,3916915
1/25/2017,444.928009,454.21701,444.071014,447.309998,410.152618,6620476
1/27/2017,447.643005,451.407013,441.450989,447.118988,409.977478,5224333
1/30/2017,446.356995,446.356995,438.402008,440.212006,403.644287,3487583
1/31/2017,438.449005,449.119995,438.354004,441.165009,404.518097,4769178
2/1/2017,442.117004,453.407013,435.544006,452.169006,414.608002,5849062
2/2/2017,451.121002,458.17099,444.213013,454.40799,416.661011,6285175
2/3/2017,454.359985,457.313995,446.023987,450.45401,413.035492,5546923
2/6/2017,451.977997,455.027008,446.976013,451.026001,413.559967,5045328
2/7/2017,452.644989,457.122986,447.834015,450.45401,413.035492,5076566
2/8/2017,462.076996,462.458008,445.356995,448.404999,411.156677,11847392
2/9/2017,447.453003,451.026001,434.924011,438.115997,401.722351,6807510
2/10/2017,444.928009,449.501007,438.78299,446.071014,409.016571,8304594
2/13/2017,450.786987,454.454987,447.881989,450.263,412.860352,5141798
2/14/2017,451.502014,452.407013,444.071014,450.072998,412.686127,3413010
2/15/2017,450.359009,452.312012,435.639008,438.354004,401.940582,4438486
2/16/2017,442.737,449.214996,434.114014,447.739014,410.546051,5059497
2/17/2017,449.977997,452.407013,444.595001,446.071014,409.016571,4116690
2/20/2017,445.881012,465.888,442.783997,464.029999,425.483734,8859904
2/21/2017,465.841003,472.462006,462.076996,467.746002,428.891052,8463740
2/22/2017,467.269989,468.221985,457.88501,461.171997,422.863129,5259098
2/23/2017,462.173004,464.839996,455.550995,462.791992,424.348572,5049101
2/27/2017,462.268005,465.078003,456.837006,457.88501,419.849182,2866360
2/28/2017,458.743011,462.791992,457.742004,459.885986,421.68396,3571696
3/1/2017,462.076996,478.75,460.553009,476.701996,437.103058,8099374
3/2/2017,478.273987,481.70401,468.984985,471.270996,432.12323,6006434
3/3/2017,471.175995,474.225006,466.411987,471.700012,432.516602,3524480
3/6/2017,471.700012,477.321014,467.07901,469.412994,430.419556,4359472
3/7/2017,470.175995,470.652008,457.933014,459.218994,421.072357,5377344
3/8/2017,461.981995,463.411011,447.881989,450.119995,412.729218,6229750
3/9/2017,449.596008,452.882996,445.595001,447.261993,410.108612,4718814
3/10/2017,446.356995,451.977997,440.355011,445.643005,408.624115,4748019
3/14/2017,456.360992,456.360992,448.214996,450.216003,412.817261,5841670
3/15/2017,451.549988,457.313995,448.166992,456.40799,418.494873,5837779
3/16/2017,461.93399,477.321014,459.17099,476.035004,436.491486,10907271
